,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
1260,47,technician,married,secondary,0,408.3380118,0,0,cellular,255.5801102,1,-1,0,unknown,1,0,0,0,1,0,0,624.6313412,21.88492995,,6854.7852,1145.523755,23.06675916,,,,
1276,39,technician,married,secondary,0,2306.85147,0,0,cellular,238.7471839,4,-1,0,unknown,1,0,0,0,1,0,0,2167.671936,2223.943209,,-2254.683707,1565.807665,19.11529409,,,,
1419,56,technician,unknown,unknown,0,,0,0,cellular,355.2830986,1,-1,0,unknown,1,0,0,0,1,0,0,2200.642318,,,2913.569618,2860.931931,22.13768352,,,,
1508,42,technician,unknown,unknown,0,,0,0,cellular,150.1199048,1,-1,0,unknown,1,0,0,0,1,0,0,1750.360646,1431.80051,,12893.79093,1468.374896,27.02575881,,,,
1534,29,technician,single,secondary,0,734.4160191,0,0,cellular,196.6808309,5,-1,0,unknown,1,0,0,,1,0,0,790.5299759,,,12793.24162,169.048604,,,,,
1730,26,technician,single,secondary,0,589.563352,0,0,cellular,380.4037222,1,-1,0,unknown,1,0,0,0,1,,0,557.6259235,31.27318527,,5636.708439,2182.494644,17.37134799,,,,
1762,60,technician,married,secondary,0,,0,0,cellular,560.1337919,2,263,4,failure,1,0,0,0,1,0,,965.253424,578.1843434,,,1047.390326,23.85488941,,,,
1768,45,technician,unknown,secondary,0,2102.645757,0,0,cellular,260.8600745,5,-1,0,unknown,1,0,,0,1,0,0,,1382.394197,,-1916.965859,513.0515023,30.8236559,,,,
2136,31,technician,single,unknown,0,221.0707261,0,0,cellular,96.25318372,1,285,2,other,1,0,0,,,0,0,,,,22553.48863,,11.88684984,,,,
2221,52,technician,married,secondary,0,,0,0,cellular,571.0817772,3,-1,0,unknown,1,0,0,0,1,0,0,828.0307087,328.39044,,14691.00536,4427.93612,3.15171101,,,,
2317,59,technician,married,secondary,0,,0,0,cellular,452.769672,1,89,1,success,1,0,0,0,1,0,0,1213.971272,,,2640.430462,1238.939794,60.76462912,,,,
2570,27,technician,single,unknown,0,11904.59545,0,0,cellular,244.8065392,1,87,6,failure,1,0,0,0,1,0,0,1312.943784,963.2437256,,-2981.91556,440.2761034,,,,,
2597,60,technician,single,primary,0,11351.96332,0,0,cellular,386.1924604,1,-1,0,unknown,1,0,0,,1,0,0,2567.792005,2765.693768,,72.07570913,-90.85733869,29.13679134,,,,
2724,37,technician,married,unknown,0,,0,0,cellular,262.9717244,1,107,2,success,1,,0,0,1,0,0,724.2510885,201.7406007,,,456.0720066,24.95306456,,,,
2775,61,technician,divorced,secondary,0,6535.757724,0,0,cellular,166.9994837,1,-1,0,unknown,1,0,0,0,1,0,0,2201.852729,2208.742287,,2641.292949,,60.08959657,,,,
2813,60,technician,married,secondary,0,10951.90395,0,0,cellular,279.9915311,3,185,1,success,1,0,0,0,1,0,0,2564.601511,2821.945038,,4964.724439,,-0.231440013,,,,
2863,26,technician,single,secondary,0,,0,0,cellular,238.0268059,1,-1,0,unknown,1,0,0,0,1,0,0,823.8555868,,,,1712.525698,30.24855195,,,,
3276,52,technician,married,unknown,0,188.2123486,0,0,cellular,995.387483,3,186,6,success,1,0,0,0,1,0,0,2146.013681,2063.834177,,5703.029825,888.863722,-2.921522805,,,,
3416,26,technician,single,tertiary,0,1182.65728,0,0,cellular,219.407727,1,-1,0,unknown,1,0,0,0,1,0,0,1898.202979,1693.818895,,,1222.323008,32.94734713,,,,
3417,59,technician,married,secondary,0,48.89717879,0,0,cellular,189.5633562,2,378,3,failure,1,0,0,0,1,0,0,1949.733832,2022.077611,,8982.402756,2189.317226,17.44481737,,,,
3432,38,technician,unknown,unknown,0,,0,0,cellular,397.3302317,3,202,1,success,1,0,0,0,1,0,0,1496.346463,1244.926932,,-3057.819147,2084.992585,45.9081399,,,,
3465,55,technician,married,tertiary,0,1372.147468,0,0,cellular,399.927402,2,-1,0,unknown,1,0,,0,1,0,0,,2381.729697,,-3944.010415,-183.4964244,26.94588882,,,,
3521,37,technician,unknown,tertiary,0,266.6146518,0,0,cellular,258.4386491,1,87,3,success,1,0,0,,1,0,0,3346.570941,3807.573902,,7429.019147,967.4475516,5.386236746,,,,
3544,30,technician,single,secondary,0,3165.466399,0,0,cellular,240.0372869,2,-1,0,unknown,1,0,0,0,1,0,0,2079.972814,2043.931511,,-180.1220212,,5.662395797,,,,
3572,45,technician,married,secondary,0,1918.659659,0,0,cellular,307.5886362,2,-1,0,unknown,1,0,0,0,1,0,0,,1358.552538,,-1132.150938,802.1904008,15.37670654,,,,
3605,30,technician,unknown,unknown,0,2437.623951,0,0,cellular,676.4923239,1,384,2,other,1,0,0,0,1,0,0,2021.485234,,,9297.028077,1093.353177,46.28934693,,,,
3623,24,technician,single,unknown,0,,0,0,unknown,257.8447204,1,-1,0,unknown,1,0,0,0,1,0,0,2268.657241,2233.968378,,288.9453688,2656.564793,29.89184834,,,,
3647,39,technician,single,tertiary,0,368.4907148,0,0,cellular,359.9422915,1,94,1,success,1,0,0,0,1,0,0,,3007.825599,,5177.276108,2753.7414,13.2974078,,,,
3662,32,technician,single,tertiary,0,4109.448055,0,0,cellular,357.3758917,2,-1,0,unknown,1,0,0,0,1,0,0,,,,15646.02381,420.0039887,26.8191401,,,,
3866,60,technician,married,secondary,0,156.4050302,0,0,cellular,346.0825998,2,181,8,success,1,0,0,0,1,0,0,,2092.685981,,273.1659563,2352.429453,12.59008834,,,,
4245,44,technician,single,tertiary,0,,0,0,cellular,469.6194595,1,99,1,failure,1,0,0,0,1,0,0,-75.85780752,-1092.155297,,12631.69757,2227.921511,20.52555232,,,,
4430,41,technician,married,secondary,0,,0,0,cellular,434.7702581,1,371,3,failure,1,0,0,0,1,0,0,1984.331809,1808.707171,,14239.89413,-465.8146212,7.706243226,,,,
4450,31,technician,single,unknown,0,,0,0,cellular,273.0698415,1,184,3,success,1,0,0,0,1,0,0,2794.178124,,,3267.893801,516.6697134,-12.99110738,,,,
4538,39,technician,married,tertiary,0,1350.922114,0,0,cellular,174.0862307,2,-1,0,unknown,1,0,0,0,1,0,0,3807.707765,4254.304715,,,-57.78124514,2.38746789,,,,
4689,55,technician,divorced,secondary,1,10.5842456,0,0,cellular,1071.512602,1,-1,0,unknown,1,0,0,0,1,0,0,1041.0198,712.3980143,,2980.301674,1232.700781,18.08232162,,,,
4693,32,technician,single,secondary,0,74.1903309,0,0,cellular,426.7789122,2,-1,0,unknown,1,0,0,0,1,0,0,2284.109912,2348.092099,,12673.80223,-441.1661913,14.95641113,,,,
5049,27,technician,single,unknown,0,1090.727295,0,0,cellular,561.8636336,2,184,1,success,1,,0,0,1,0,0,,2808.276,,3118.91171,550.480616,24.68453822,,,,
5064,38,technician,divorced,unknown,0,,0,0,unknown,980.8408584,2,-1,0,unknown,1,0,0,0,1,0,0,2749.441261,2962.778119,,13645.06449,,21.15055627,,,,
5363,36,technician,single,unknown,0,758.5091758,0,0,cellular,359.6663321,3,-1,0,unknown,0,0,0,0,1,0,0,1186.751022,,,744.9892523,1691.933549,18.46249403,,,,
5445,44,technician,married,unknown,0,1945.806461,0,0,cellular,189.6535986,2,-1,0,unknown,0,0,0,0,1,0,0,2844.302004,3149.824346,,,1141.079701,41.64958547,,,,
5920,45,technician,single,tertiary,0,5365.345583,0,0,unknown,104.4652951,2,-1,0,unknown,0,0,0,0,1,0,0,1215.476053,931.4280919,,,2777.205277,11.87555605,,,,
5934,41,technician,married,tertiary,0,,0,0,cellular,66.73361164,3,-1,0,unknown,0,0,0,0,1,0,0,2908.956323,3186.147327,,-3920.626118,-172.1298621,49.5202925,,,,
5944,48,technician,single,tertiary,0,52.35023045,0,0,unknown,99.37419393,4,-1,0,unknown,0,0,0,,1,0,0,2693.601343,2886.843223,,10418.59484,2201.790702,6.568885436,,,,
5950,45,technician,single,tertiary,0,,0,0,cellular,126.382098,4,-1,0,unknown,0,0,0,0,1,0,0,1372.42764,,,-3090.057304,2245.690085,3.822066582,,,,
6081,49,technician,married,unknown,0,,0,0,unknown,201.5955213,2,-1,0,unknown,0,0,0,0,1,0,0,956.6232124,227.0199615,,4872.164518,-809.4014514,21.66037828,,,,
6331,35,technician,married,secondary,0,297.8171335,0,0,cellular,220.8502293,8,-1,0,unknown,0,0,0,0,1,0,0,2147.910392,2199.975608,,2652.765647,,25.59819823,,,,
6551,30,technician,single,secondary,0,116.9769697,0,0,cellular,238.3831854,2,-1,0,unknown,0,0,,0,1,0,0,,1300.514081,,19648.95959,,4.159824598,,,,
6558,46,technician,unknown,secondary,0,207.6640888,0,0,cellular,126.4736079,2,-1,0,unknown,0,0,0,0,1,0,0,1205.796222,876.624216,,,984.5938193,26.41328582,,,,
6663,49,technician,married,tertiary,0,149.3139102,0,0,cellular,152.7622011,1,-1,0,unknown,0,0,0,0,1,0,0,1219.910185,,,23096.37083,2512.173412,11.47892007,,,,
6759,47,technician,divorced,secondary,0,,0,0,cellular,90.5487719,3,-1,0,unknown,0,0,0,0,1,0,0,,1575.747743,,13783.29449,1633.839452,12.8724139,,,,
6938,23,technician,single,secondary,0,687.6724842,0,0,cellular,196.8720706,1,-1,0,unknown,0,0,0,0,1,0,0,2605.863306,2843.264891,,7897.246295,386.428693,1.878663441,,,,
7100,33,technician,single,secondary,0,,0,0,cellular,272.7381974,1,108,1,failure,0,0,0,0,1,0,0,1538.201203,1205.02029,,16003.5944,2411.120256,,,,,
7140,33,technician,single,tertiary,0,,0,0,cellular,186.3405197,2,-1,0,unknown,0,0,0,0,1,0,0,,,,3756.583476,138.3501423,3.460857148,,,,
7234,44,technician,unknown,tertiary,0,766.5278264,0,0,cellular,139.3502016,1,124,2,other,0,0,0,0,1,0,0,396.332603,-383.0669302,,7110.433676,-160.6383447,17.04344417,,,,
7524,59,technician,married,unknown,0,50.16308834,0,0,cellular,112.553762,2,-1,0,unknown,0,0,0,0,1,0,0,2339.169738,2289.107891,,454.5849509,2038.363421,12.28089742,,,,
7741,56,technician,married,tertiary,0,1449.813324,0,0,telephone,67.7757926,3,-1,0,unknown,0,,0,0,1,0,0,2489.919983,2502.356726,,16764.72369,434.4243593,28.94080437,,,,
8310,35,technician,unknown,tertiary,0,470.9922634,0,0,cellular,97.43121973,8,-1,0,unknown,0,0,0,0,1,0,0,2129.997199,1989.07687,,4181.241942,1794.746568,8.274327482,,,,
8551,33,technician,unknown,unknown,0,249.2352458,0,0,cellular,205.4372713,4,-1,0,unknown,0,0,0,0,1,0,0,199.1537292,,,6350.394926,1587.860477,36.324256,,,,
8579,37,technician,married,secondary,0,1661.643362,0,0,unknown,166.2294595,2,-1,0,unknown,0,0,0,0,1,,0,1460.353383,1190.589351,,17117.59424,1235.187419,35.83740359,,,,
8689,31,technician,unknown,secondary,0,,0,0,cellular,153.3392099,1,-1,0,unknown,0,0,0,0,1,0,,1396.143229,1222.838302,,4001.086647,2317.734593,42.65296609,,,,
8859,31,technician,married,unknown,0,123.6661339,0,0,cellular,69.5745028,6,-1,0,unknown,0,0,0,0,1,0,0,3427.558961,,,-1067.503655,1311.56753,17.99537547,,,,
9339,53,technician,married,secondary,0,,0,0,cellular,116.2298088,1,92,2,failure,0,0,0,0,1,0,0,2591.431333,2733.212577,,8616.763213,1562.249795,35.27008443,,,,
9704,36,technician,unknown,secondary,0,85.66668323,0,0,cellular,122.6348569,4,-1,0,unknown,0,0,0,,1,0,0,1806.328349,1618.335517,,,1919.570807,60.59855848,,,,
10036,49,technician,divorced,secondary,0,957.0032299,0,0,cellular,117.856255,3,175,2,failure,0,0,0,0,1,0,0,1298.056718,1011.660297,,,317.1632647,-10.51504147,,,,
10066,42,technician,unknown,secondary,0,33.41369053,0,0,cellular,389.8529679,2,-1,0,unknown,0,0,0,0,1,,0,,3154.329392,,18188.64186,1064.943881,38.26621251,,,,
10828,60,technician,divorced,unknown,0,39.09723765,0,0,cellular,486.7796919,12,-1,0,unknown,0,0,0,0,1,0,0,1255.751134,,,6421.879588,436.3840254,33.80811243,,,,
11112,37,technician,married,secondary,0,146.4292001,0,0,cellular,497.1671524,3,-1,0,unknown,0,0,0,0,1,0,0,2893.446652,3150.176286,,,625.9686462,,,,,
7413,45,technician,married,secondary,0,1103.177483,1,0,unknown,654.7451635,2,-1,0,unknown,0,0,0,1,0,0,0,675.0835,,5702.99936,,,,,,,
7657,36,technician,single,unknown,0,7558.820564,1,0,telephone,227.9098088,1,335,1,failure,0,0,0,1,0,0,0,1756.518378,1522.789486,14704.56055,,,,,,,
8398,32,technician,unknown,secondary,0,4822.90536,1,0,cellular,332.6529037,2,-1,0,unknown,0,0,0,1,0,0,0,3282.132534,3144.768789,12791.089,,,,,,,
9129,31,technician,single,unknown,0,1208.348232,1,0,unknown,148.3213829,2,-1,0,unknown,0,0,0,1,0,0,0,4472.70957,4330.102953,10612.56764,,,,,,,
10687,38,technician,unknown,secondary,0,175.5224536,1,0,cellular,186.3103177,1,187,3,failure,0,0,0,1,0,,0,3775.013757,,11238.06837,,,,,,,
10756,38,technician,unknown,secondary,0,1109.784067,1,0,cellular,263.8642165,1,-1,0,unknown,0,0,0,1,0,0,0,754.2782394,536.0595879,,,,,,,,
10924,26,technician,single,secondary,0,192.5231791,1,0,unknown,96.53981251,8,-1,0,unknown,0,0,,1,0,0,0,3172.100904,2907.863022,15660.32117,,,,,,,
677,55,technician,married,tertiary,0,,0,1,cellular,654.8676571,2,-1,0,unknown,1,0,0,1,0,0,0,2850.22939,2525.718108,7842.43826,,,,,,,
1100,32,technician,unknown,secondary,0,,0,1,cellular,779.1158967,1,-1,0,unknown,1,0,0,1,,0,0,2723.71968,2589.697121,4821.847509,,,,,,,
2644,36,technician,married,tertiary,0,,0,0,cellular,299.7321455,3,97,2,success,1,0,0,1,0,0,0,1859.556067,1663.434395,11822.38441,,,,,,,
3578,26,technician,unknown,tertiary,0,592.0497251,0,0,cellular,814.4513008,1,-1,0,unknown,1,0,0,1,0,0,0,1470.84293,1355.987707,13619.25773,,,,,,,
3696,27,technician,unknown,secondary,0,426.1775312,0,0,unknown,42.47226737,1,-1,0,unknown,1,0,0,1,0,0,0,2851.62264,,6955.387684,,,,,,,
4093,52,technician,married,tertiary,0,53.43216369,0,0,cellular,483.8504719,3,92,7,failure,1,0,0,,0,0,0,1709.361559,1662.594223,11449.05023,,,,,,,
6515,43,technician,married,secondary,0,668.3578679,0,0,cellular,230.7592485,1,-1,0,unknown,0,0,0,1,0,0,0,1813.947225,1698.691873,6129.880784,,,,,,,
6596,53,technician,married,secondary,0,,0,0,cellular,248.2905336,4,-1,0,unknown,0,0,0,1,0,0,0,1139.455862,663.5008506,,,,,,,,
6633,32,technician,unknown,secondary,0,-246.5927162,0,0,cellular,253.1830285,9,-1,0,unknown,0,0,,1,0,0,0,,,,,,,,,,
6727,47,technician,divorced,secondary,0,5800.599668,0,0,unknown,318.4569407,4,-1,0,unknown,0,0,0,1,0,0,0,-338.811067,-1323.438933,14988.53068,,,,,,,
10195,29,technician,unknown,secondary,0,123.5520574,0,0,cellular,223.1985611,3,-1,0,unknown,0,0,0,1,0,0,0,116.6500107,-686.2051593,8895.598764,,,,,,,
4815,35,technician,divorced,secondary,0,91.31647542,1,1,cellular,991.8243171,1,-1,0,unknown,1,0,0,0,0,0,0,,4385.820655,,,,,,,,
8038,51,technician,married,unknown,0,,1,1,unknown,301.2246518,1,-1,0,unknown,0,0,0,0,0,0,0,6736.877988,,,,,,,,,
8199,41,technician,married,secondary,0,516.42186,1,1,unknown,214.6477681,2,-1,0,unknown,0,0,0,0,0,0,0,1497.28482,1903.779082,,,,,,,,
8205,38,technician,married,unknown,0,167.3352648,1,1,unknown,75.96419154,2,-1,0,unknown,0,0,0,0,0,0,0,,3688.372659,,,,,,,,
9108,38,technician,unknown,secondary,0,-393.5755011,1,1,cellular,124.4902746,9,-1,0,unknown,0,0,0,0,0,0,0,,2811.449439,,,,,,,,
191,36,technician,single,unknown,0,4154.272594,1,0,unknown,854.2474013,3,-1,0,unknown,1,0,0,0,0,0,0,5199.404556,5060.844274,,,,,,,,
952,37,technician,married,secondary,0,5145.974807,1,0,cellular,1235.206998,2,171,4,failure,1,0,0,0,0,0,0,4296.933552,,,,,,,,,
1440,30,technician,single,secondary,0,3388.714608,1,0,cellular,762.5358669,1,-1,0,unknown,1,0,0,0,0,0,0,5038.134485,4929.659644,,,,,,,,
1538,53,technician,married,secondary,0,5361.365669,1,0,telephone,350.890005,3,180,1,success,1,,0,0,0,0,0,2939.712884,2657.41308,,,,,,,,
1756,38,technician,divorced,unknown,0,940.0629192,1,0,cellular,330.7777298,3,90,1,success,1,0,0,0,0,0,0,2945.649322,2693.87401,,,,,,,,
1852,23,technician,unknown,secondary,0,53.36368881,1,0,cellular,792.1452744,1,-1,0,unknown,1,0,0,0,0,0,0,4131.931917,3978.279787,,,,,,,,
2238,26,technician,unknown,secondary,0,,1,0,cellular,439.1454133,2,96,5,success,1,0,0,0,0,0,0,3560.077697,3265.928161,,,,,,,,
3186,58,technician,married,secondary,0,642.2835243,1,0,cellular,544.572879,3,183,6,success,1,0,0,0,0,0,0,,3649.119878,,,,,,,,
3239,52,technician,married,secondary,0,291.9294074,1,0,cellular,242.7476981,1,63,5,failure,1,0,0,0,0,,0,3223.700323,3112.732921,,,,,,,,
4441,40,technician,divorced,tertiary,0,4796.842612,1,0,cellular,298.0925114,2,-1,0,unknown,1,0,0,0,0,0,0,4448.519734,4243.286485,,,,,,,,
4564,32,technician,single,unknown,0,1300.651606,1,0,cellular,535.3199106,1,85,2,success,1,0,0,0,0,0,0,,5513.895039,,,,,,,,
5454,48,technician,married,secondary,0,711.2705785,1,0,cellular,241.6016767,4,-1,0,unknown,0,0,0,0,0,0,0,1620.0371,1384.369996,,,,,,,,
6576,31,technician,married,secondary,0,,1,0,unknown,121.2704369,13,-1,0,unknown,0,0,0,0,0,0,,1989.282996,,,,,,,,,
6772,34,technician,single,unknown,0,9945.301779,1,0,cellular,161.2068459,5,-1,0,unknown,0,,0,0,0,0,0,2851.829193,2762.331369,,,,,,,,
6901,34,technician,single,tertiary,0,2718.207762,1,0,cellular,285.7202213,1,230,2,failure,0,,0,0,0,,0,,5428.725848,,,,,,,,
7182,30,technician,married,secondary,0,53.83521899,1,0,cellular,45.70419551,5,-1,0,unknown,0,,0,0,0,0,0,1489.479331,1333.592503,,,,,,,,
7230,34,technician,single,tertiary,0,83.03786216,1,0,cellular,180.6387766,2,-1,0,unknown,0,0,0,0,0,0,0,6062.61559,6014.37045,,,,,,,,
7313,52,technician,married,secondary,0,884.7961509,1,0,unknown,128.2361531,16,-1,0,unknown,0,0,0,0,0,0,0,1974.046383,,,,,,,,,
8413,40,technician,unknown,secondary,0,101.8056405,1,0,unknown,47.2882559,8,-1,0,unknown,0,0,0,0,0,0,0,4148.371885,3953.847518,,,,,,,,
8806,36,technician,unknown,unknown,0,1151.226793,1,0,cellular,19.81085512,19,-1,0,unknown,0,0,0,0,0,0,0,3619.55357,3482.060169,,,,,,,,
9181,33,technician,divorced,secondary,0,419.1527978,1,0,cellular,180.0546897,4,-1,0,unknown,0,0,0,0,0,0,0,,2337.284943,,,,,,,,
9916,54,technician,married,secondary,0,816.0582074,1,0,cellular,272.5720406,1,264,1,failure,0,0,0,0,0,0,0,3530.875832,3435.244281,,,,,,,,
10012,31,technician,unknown,secondary,0,2486.131934,1,0,cellular,197.2345594,1,-1,0,unknown,0,0,0,0,0,0,0,380.265554,208.7984881,,,,,,,,
11030,34,technician,single,secondary,0,,1,0,cellular,536.9488044,1,-1,0,unknown,0,0,0,0,0,0,0,5639.601748,5465.967654,,,,,,,,
6573,52,technician,married,unknown,0,31.32670566,0,1,unknown,212.1345558,1,-1,0,unknown,0,0,0,0,0,0,0,2897.997957,2649.123192,,,,,,,,
8468,52,technician,married,secondary,0,1479.759175,0,1,unknown,468.6356298,4,-1,0,unknown,0,0,0,0,0,0,0,,,,,,,,,,
2176,53,technician,unknown,secondary,0,361.8170055,0,0,cellular,790.7761957,1,-1,0,unknown,1,0,0,0,0,0,0,1012.573544,462.7288419,,,,,,,,
3218,54,technician,married,secondary,0,,0,0,cellular,294.5780352,1,186,3,success,1,0,0,0,0,0,0,1380.596021,1053.856171,,,,,,,,
3694,32,technician,unknown,unknown,0,,0,0,cellular,491.0711717,7,-1,0,unknown,1,0,,0,0,0,0,,210.1397247,,,,,,,,
3715,53,technician,married,primary,0,,0,0,cellular,826.4187898,2,209,3,other,1,0,0,0,0,0,0,1692.454249,,,,,,,,,
3823,33,technician,married,secondary,0,,0,0,cellular,620.2021857,1,435,3,failure,1,0,0,0,0,0,0,711.5735226,173.7265076,,,,,,,,
4194,32,technician,single,unknown,0,2375.15072,0,0,cellular,96.02304919,2,-1,0,unknown,1,0,0,0,0,0,0,1608.169594,,,,,,,,,
6075,33,technician,unknown,secondary,0,,0,0,cellular,96.57149499,2,-1,0,unknown,0,0,0,,0,0,0,2996.584744,,,,,,,,,
6364,42,technician,married,tertiary,0,1161.431095,0,0,cellular,83.76763071,2,-1,0,unknown,0,0,0,0,0,0,0,,2182.637338,,,,,,,,
6458,41,technician,married,unknown,0,,0,0,cellular,450.8916426,2,156,8,other,0,0,0,0,0,0,0,1561.450784,1377.789014,,,,,,,,
6935,33,technician,single,tertiary,0,121.2427478,0,0,cellular,119.1977562,2,-1,0,unknown,0,0,0,0,0,0,0,1230.783304,850.8461549,,,,,,,,
7362,32,technician,single,secondary,0,5333.01869,0,0,cellular,363.6404065,1,-1,0,unknown,0,,0,0,0,0,0,,568.7915841,,,,,,,,
7560,43,technician,divorced,unknown,0,6856.141565,0,0,unknown,316.3789888,2,-1,0,unknown,0,0,0,0,0,0,0,1488.633357,1279.444229,,,,,,,,
8826,48,technician,married,secondary,0,351.8524841,0,0,unknown,214.1209829,3,-1,0,unknown,0,0,0,0,0,0,0,,,,,,,,,,
9037,49,technician,married,secondary,0,3192.589586,0,0,cellular,381.587639,2,-1,0,unknown,0,0,0,0,0,0,0,2040.115003,2123.159498,,,,,,,,
9073,34,technician,unknown,primary,0,1370.463417,0,0,cellular,39.21322134,1,-1,0,unknown,0,0,0,0,0,0,0,1212.952885,,,,,,,,,
9700,35,technician,married,tertiary,0,94.95152096,0,0,cellular,257.6125419,2,-1,0,unknown,0,0,0,0,0,0,0,1375.074935,1029.995572,,,,,,,,
10434,37,technician,married,unknown,1,-22.12001184,0,0,unknown,280.5810869,1,-1,0,unknown,0,0,0,0,0,0,0,573.8559469,,,,,,,,,
10501,32,technician,single,secondary,0,-80.36713311,0,0,cellular,171.4497525,2,-1,0,unknown,0,0,0,0,0,0,0,,245.1002889,,,,,,,,
10634,32,technician,divorced,tertiary,0,331.370654,0,0,cellular,170.5138329,1,-1,0,unknown,0,0,0,0,,0,0,638.9523018,267.2205984,,,,,,,,
10927,31,technician,unknown,secondary,0,31887.78814,0,0,telephone,60.55906616,6,-1,0,unknown,0,0,,0,0,0,0,2122.334148,2171.259681,,,,,,,,
4129,41,unemployed,married,secondary,0,102.3443529,1,1,cellular,449.8132897,1,-1,0,unknown,1,1,0,0,,1,1,,626.0996001,10423.12743,15416.98418,1516.006731,,32863.73227,38686.20677,6489.623528,
24,37,unemployed,single,secondary,0,410.4881642,1,0,unknown,1006.369227,2,-1,0,unknown,1,1,0,1,1,1,1,4783.301063,4616.002524,6678.374173,-2727.477347,966.59288,17.68763553,33203.00852,33798.45584,1632.544282,26.36859747
5411,44,unemployed,married,unknown,0,1204.654638,1,0,unknown,162.1512242,2,-1,0,unknown,0,1,0,1,1,1,1,3111.569211,2978.374285,9589.015454,20108.73111,,14.09896815,55568.91257,62165.52191,3243.642542,41.70481366
7398,52,unemployed,married,tertiary,0,2207.32855,0,1,cellular,140.5583369,1,-1,0,unknown,0,1,0,0,1,1,1,,1906.926711,13616.21457,-4437.088551,-378.7776415,30.35238141,26814.40072,47821.21288,4621.903346,44.19550922
1074,59,unemployed,single,primary,0,,0,0,cellular,397.9196961,3,-1,0,unknown,1,1,0,0,1,1,1,457.5971287,-256.4120074,12116.11642,10508.82675,381.0850304,23.8600404,49693.43117,23439.64617,3485.338882,
1492,51,unemployed,married,tertiary,0,1815.530456,0,0,cellular,875.0353499,3,-1,0,unknown,1,1,0,0,1,1,1,228.4701542,-415.3666883,11469.12556,3306.328349,2969.033892,5.233581793,41379.55595,30751.49731,635.363747,0.374346363
4823,54,unemployed,married,secondary,0,,0,0,cellular,396.3158033,3,186,2,failure,1,1,0,1,1,1,1,1529.170304,1365.600329,12813.18213,,1609.619725,25.45749896,52398.34201,56920.23828,1405.460429,11.61194257
11006,43,unemployed,divorced,secondary,0,31.23973996,1,0,cellular,266.9137087,2,-1,0,unknown,0,1,0,,0,1,1,,2299.35263,10514.52445,,,,2242.513008,51344.60308,,45.42788425
167,45,unemployed,divorced,secondary,0,3438.843199,1,0,unknown,768.4718184,1,-1,0,unknown,1,1,0,0,1,0,1,1749.051762,1545.290698,12792.2721,2287.627396,1610.01921,28.8910029,,60112.02358,5322.879963,18.63347391
196,31,unemployed,divorced,primary,0,102.3930527,1,0,unknown,782.5612186,12,-1,0,unknown,1,0,1,0,1,0,1,2951.46459,2702.272022,8880.696771,,-499.668227,24.22518146,,39693.98208,6492.870178,16.34091045
586,51,unemployed,unknown,primary,0,1253.54974,1,0,cellular,2053.837727,1,-1,0,unknown,1,1,0,0,1,0,1,2030.114422,1835.010504,7971.417036,8176.505714,2417.067011,25.08960637,,77045.94245,5769.982687,32.43823169
4356,40,unemployed,married,secondary,0,2019.589708,1,0,unknown,636.6994458,6,-1,0,unknown,1,1,0,0,1,0,1,,2836.450609,16098.9939,6039.532692,2104.964799,34.52308424,,76979.31044,3639.313884,15.40041957
4837,39,unemployed,married,primary,0,7049.527388,1,0,cellular,450.3080105,2,184,3,success,1,1,0,1,1,0,1,3034.722207,2881.341674,15549.67952,6871.298999,2116.272381,39.70309972,,32622.35596,2635.159187,14.90973233
4841,45,unemployed,married,secondary,0,926.2662459,1,0,unknown,141.64374,1,-1,0,unknown,1,1,0,0,1,0,1,-374.5995848,-502.7341994,,,2962.060954,5.553384147,,64814.7997,,9.244266534
5334,56,unemployed,married,unknown,0,695.6725744,1,0,unknown,88.08557745,3,-1,0,unknown,0,1,0,1,1,0,1,3355.418186,3054.987492,8703.972164,16415.00916,2532.110657,12.19446261,,99694.87236,2044.838291,33.93782744
6882,44,unemployed,married,primary,0,,1,0,unknown,121.5149872,3,-1,0,unknown,0,1,,0,1,0,1,1860.323918,1645.633598,15226.39028,9013.626007,2113.311305,,,47204.33999,6400.376293,14.39404224
8550,50,unemployed,unknown,secondary,0,3526.89547,1,0,unknown,365.6280059,3,-1,0,unknown,0,1,0,0,1,0,1,3839.387135,3639.482541,,5889.848743,1947.282936,-1.099161225,,20542.14026,2926.364687,9.158965309
10953,37,unemployed,unknown,secondary,0,5048.520367,1,0,cellular,196.6272344,1,-1,0,unknown,0,1,1,1,1,0,1,2956.641561,2814.984711,12464.10053,8850.134257,2438.96641,22.29796983,,51257.56948,4968.024474,21.80483092
654,58,unemployed,married,unknown,0,1238.992787,0,0,cellular,1732.790589,5,-1,0,unknown,1,1,,0,1,0,1,1262.379605,,,20687.2208,1945.671202,21.00556536,,33403.81193,3399.51911,34.67005075
1167,31,unemployed,single,secondary,0,1283.437744,0,0,cellular,1006.901909,1,-1,0,unknown,1,1,0,0,1,0,1,2447.254658,2550.450203,11742.60776,11452.75307,,-9.884355461,,44634.69678,4295.849625,41.08230089
